"","Accession","Cont_Global_Rep1.x","Cont_Global_Rep2.x","Cont_Global_Rep3.x","Cont_Global_Rep4.x","Cont_PISA_Rep1.x","Cont_PISA_Rep2.x","Cont_PISA_Rep3.x","Cont_PISA_Rep4.x","DZNep_Global_Rep1.x","DZNep_Global_Rep2.x","DZNep_Global_Rep3.x","DZNep_Global_Rep4.x","DZNep_PISA_Rep1.x","DZNep_PISA_Rep2.x","DZNep_PISA_Rep3.x","DZNep_PISA_Rep4.x","U1","Methyl_state","Format2","Format3","Format4","cont_global_mean","cont_global_sd","dznep_global_mean","dznep_global_sd","FC_global","log10FC_global","pval","p.adjust","protein_type","rep1_sm","rep2_sm","rep3_sm","rep4_sm","pisa_sm_mean","pisa_sm_sd","pval.pisa","log10.pvalue_pisa","protein_type.pisa","Gene.Name","DZNep_Kme_global_Norm_rep1","DZNep_Kme_global_Norm_rep2","DZNep_Kme_global_Norm_rep3","DZNep_Kme_global_Norm_rep4","Cont_Kme_global_Norm_rep1","Cont_Kme_global_Norm_rep2","Cont_Kme_global_Norm_rep3","Cont_Kme_global_Norm_rep4","Norm_FC_global_rep1","Norm_FC_global_rep2","Norm_FC_global_rep3","Norm_FC_global_rep4","kme_cont_pisa_rep1_norm","kme_cont_pisa_rep2_norm","kme_cont_pisa_rep3_norm","kme_cont_pisa_rep4_norm","kme_dznep_pisa_rep1_norm","kme_dznep_pisa_rep2_norm","kme_dznep_pisa_rep3_norm","kme_dznep_pisa_rep4_norm","kme_rep1_sm","kme_rep2_sm","kme_rep3_sm","kme_rep4_sm","Norm_Global_Kme_FC_mean","Norm_Global_Kme_FC_sd","Norm.global.kme.pval","Norm_global_kme_protein_type","kme.pisa.sm.mean","kme.pisa.sm.sd","kme.pisa.pval","global_kme_pisa_type"
"24","P30041",13.2,18.8,29.4,24.3,22,20.3,24,33.2,25.3,17.2,20.8,21.8,16.6,22.6,25.1,24.5,"P30041","m1","P30041-K182","P30041-K182-m1","P30041-K182-m1-86",96395.575,11449.0568130814,89369.55,5220.26437165782,0.92711257752236,-0.0328675270979968,0.32393840848753,0.489537555832777,"ns",1.30764272360583,1.24291401321727,0.880898989250761,0.958440128946786,1.09747396375516,0.20941095355609,0.395990843047331,0.402314856650233,"ns","PRDX6",0.000283748394802806,0.000179053639057012,0.000233845019213516,0.000261684890578504,0.000119201781524808,0.000187339067768911,0.000331277683940807,0.000283396465824485,2.38040397696367,0.95577308667875,0.70588823379754,0.923387981629142,1.66666666666667,1.07978723404255,0.816326530612245,1.36625514403292,0.656126482213439,1.31395348837209,1.20673076923077,1.12385321100917,0.393675889328063,1.21686332913278,1.47824519230769,0.82257930805792,1.24136331976728,0.767423673368738,0.868264878448405,"ns",0.977840929706613,0.473600077074256,0.527696173221731,"ns"
"25","P05204",1209.2,1120.3,614.6,614.6,1177.8,824.3,1002,885.1,938.1,1005.8,846,671.7,1299.5,1173.6,829.4,882.1,"P05204","m1","P05204-K40","P05204-K40-m1","P05204-K40-m1-87",45119.45,18818.0109644103,62822.1,4816.69305436832,1.39235074895638,0.143748652765966,0.155160801101638,0.809217986785808,"ns",0.267022692384329,1.29803026050245,0.627874830560238,0.901045346495049,0.773493282485516,0.43555549302731,0.292534157366207,0.533823416796949,"ns","HMGN2",0.0157689572921972,0.015003028051993,0.0126515834668031,0.0116032005970026,0.0680733201225004,0.0187024321675823,0.0126615396976146,0.0113243146633845,0.23164666074492,0.802196629698159,0.999213663499914,1.02462717982571,0.974032418127688,0.735785057573864,1.63032866905304,1.44012365766352,1.38524677539708,1.166832372241,0.980378250591017,1.31323507518237,1.42217728036182,1.58583319983209,0.601337797218801,0.911890495093307,0.764421033442175,0.368831644349491,0.380018906786104,"ns",1.1303096931265,0.454681781164796,0.945365643135,"ns"
"26","P43487",221.3,189.4,181.5,169,164.9,165.1,169.4,175.7,198.9,181.5,222.8,200.3,185.2,258.5,194.4,177,"P43487","m1","P43487-K190","P43487-K190-m1","P43487-K190-m1-93",107040.05,11270.6669351611,113039.775,13545.1288002674,1.05605121634379,0.0236849811107788,0.522093707864787,0.28225154075992,"ns",0.777949152898427,0.949989169984704,1.20481664911833,0.908322827061918,0.960269449765845,0.178743912832196,0.695987743368171,0.157398408427426,"ns","RANBP1",0.00170497795272351,0.00178119645370165,0.00216459258928216,0.0015328268295968,0.002321042193044,0.00189825969475503,0.00159085351263085,0.00142076741617052,0.734574303661175,0.938331282396802,1.3606485902668,1.07887245452765,0.745142340713963,0.871700105596621,0.933333333333333,1.0396449704142,0.931121166415284,1.42424242424242,0.872531418312388,0.883674488267599,1.24958832096848,1.63386744489107,0.934855091048987,0.849977168567013,1.02810665771311,0.262920877782153,0.962245897093746,"ns",1.16707200636889,0.355518755024026,0.420360415809589,"ns"
"27","Q99729",188.5,196.2,154.2,193.3,286,195.1,183.1,121.9,243.4,196.1,156.9,227.9,317,229.8,206.9,150.8,"Q99729","m1","Q99729-K125","Q99729-K125-m1","Q99729-K125-m1-94",87777.975,8570.97737576254,106759.375,7910.79790091787,1.21624331160522,0.0850204650002039,0.017520903172184,1.75644351046327,"Up with DZNep",0.817231820861869,1.0637507086822,0.95342031308081,1.06787911166249,0.975570488571842,0.118121966743497,0.62941217140589,0.201064863069914,"ns","HNRNPAB",0.00212239801328199,0.002041290062009,0.0014760196200543,0.00207201031368363,0.00216413438069018,0.00241870464928783,0.00186176345945111,0.00193169417473788,0.980714521343689,0.843960035637277,0.792807277724458,1.07263889945974,1.51724137931034,0.994393476044852,1.18741893644617,0.630625969994827,1.30238290879211,1.1718510963794,1.31867431485022,0.661693725318122,0.858388735340256,1.1784581502288,1.11053839076955,1.04926494753071,0.922530183541291,0.12769670342314,0.432646691820119,"ns",1.04916255596733,0.137694111364984,0.901284268130994,"ns"
"28","P67809",0.1,31,12.1,20.1,21.9,21.2,23.5,18.5,20.6,19.4,26,19.1,24.7,17.9,17.6,16,"P67809","m1","P67809-K301","P67809-K301-m1","P67809-K301-m1-95",25954.25,4551.74013208136,30463.7,3477.7251769895,1.17374611094522,0.0695741662983815,0.169834005276138,0.769975348101604,"ns",0.6018024612063,0.941621488373315,0.967675085369714,0.911283326010515,0.855595590239961,0.170757473860968,0.186933689266887,0.728312422836142,"ns","YBX1",0.000615649450398379,0.000713256272243301,0.000938096457964258,0.000570501772737184,4.98236243697312e-06,0.00113343448931464,0.000476154872323596,0.000648726108482497,123.565769890558,0.629287602386787,1.97014986612743,0.879418548563898,219,0.683870967741936,1.94214876033058,0.920398009950249,1.19902912621359,0.922680412371134,0.676923076923077,0.837696335078534,0.00547501884115796,1.34920248978798,0.348543371522095,0.910145747842083,31.761156476909,61.2058442634595,0.594405284620643,"ns",0.653341656998329,0.595204114947446,0.388939460921997,"ns"
"29","P43487",221.3,189.4,181.5,169,164.9,165.1,169.4,175.7,198.9,181.5,222.8,200.3,185.2,258.5,194.4,177,"P43487","m1","P43487-K194","P43487-K194-m1","P43487-K194-m1-98",107040.05,11270.6669351611,113039.775,13545.1288002674,1.05605121634379,0.0236849811107788,0.522093707864787,0.28225154075992,"ns",0.777949152898427,0.949989169984704,1.20481664911833,0.908322827061918,0.960269449765845,0.178743912832196,0.695987743368171,0.157398408427426,"ns","RANBP1",0.00170497795272351,0.00178119645370165,0.00216459258928216,0.0015328268295968,0.002321042193044,0.00189825969475503,0.00159085351263085,0.00142076741617052,0.734574303661175,0.938331282396802,1.3606485902668,1.07887245452765,0.745142340713963,0.871700105596621,0.933333333333333,1.0396449704142,0.931121166415284,1.42424242424242,0.872531418312388,0.883674488267599,1.24958832096848,1.63386744489107,0.934855091048987,0.849977168567013,1.02810665771311,0.262920877782153,0.962245897093746,"ns",1.16707200636889,0.355518755024026,0.420360415809589,"ns"
"30","Q99729",188.5,196.2,154.2,193.3,286,195.1,183.1,121.9,243.4,196.1,156.9,227.9,317,229.8,206.9,150.8,"Q99729","m1","Q99729-K130","Q99729-K130-m1","Q99729-K130-m1-99",87777.975,8570.97737576254,106759.375,7910.79790091787,1.21624331160522,0.0850204650002039,0.017520903172184,1.75644351046327,"Up with DZNep",0.817231820861869,1.0637507086822,0.95342031308081,1.06787911166249,0.975570488571842,0.118121966743497,0.62941217140589,0.201064863069914,"ns","HNRNPAB",0.00212239801328199,0.002041290062009,0.0014760196200543,0.00207201031368363,0.00216413438069018,0.00241870464928783,0.00186176345945111,0.00193169417473788,0.980714521343689,0.843960035637277,0.792807277724458,1.07263889945974,1.51724137931034,0.994393476044852,1.18741893644617,0.630625969994827,1.30238290879211,1.1718510963794,1.31867431485022,0.661693725318122,0.858388735340256,1.1784581502288,1.11053839076955,1.04926494753071,0.922530183541291,0.12769670342314,0.432646691820119,"ns",1.04916255596733,0.137694111364984,0.901284268130994,"ns"
"31","P67809",0.1,31,12.1,20.1,21.9,21.2,23.5,18.5,20.6,19.4,26,19.1,24.7,17.9,17.6,16,"P67809","m1","P67809-K304","P67809-K304-m1","P67809-K304-m1-100",25954.25,4551.74013208136,30463.7,3477.7251769895,1.17374611094522,0.0695741662983815,0.169834005276138,0.769975348101604,"ns",0.6018024612063,0.941621488373315,0.967675085369714,0.911283326010515,0.855595590239961,0.170757473860968,0.186933689266887,0.728312422836142,"ns","YBX1",0.000615649450398379,0.000713256272243301,0.000938096457964258,0.000570501772737184,4.98236243697312e-06,0.00113343448931464,0.000476154872323596,0.000648726108482497,123.565769890558,0.629287602386787,1.97014986612743,0.879418548563898,219,0.683870967741936,1.94214876033058,0.920398009950249,1.19902912621359,0.922680412371134,0.676923076923077,0.837696335078534,0.00547501884115796,1.34920248978798,0.348543371522095,0.910145747842083,31.761156476909,61.2058442634595,0.594405284620643,"ns",0.653341656998329,0.595204114947446,0.388939460921997,"ns"
"32","Q99832",566.2,583.7,368.9,294.4,544.2,397.6,499.1,341.6,371.9,436,357,337.1,551.1,441,433,348.3,"Q99832","m1","Q99832-K67","Q99832-K67-m1","Q99832-K67-m1-101",257933.825,13511.8224658692,247071.725,6643.01490809457,0.957888035816939,-0.0186852511183154,0.216706949806673,0.664127160603163,"ns",1.08470368006202,0.989209316568869,1.00587150749979,1.02037529344375,1.02503994939361,0.0417643515679018,0.573723379708486,0.241297451892884,"ns","CCT7",0.00150679353606236,0.00171842502405204,0.00149963391289773,0.00135006003381758,0.00210177927382821,0.00216426460609791,0.00148527687590188,0.00120520251209399,0.716913309987052,0.793999504131935,1.00966623612661,1.12019351127298,0.96114447191805,0.681171834846668,1.35294117647059,1.16032608695652,1.48184995966658,1.01146788990826,1.21288515406162,1.03322456244438,1.54175569122237,1.48489388163845,0.89648033126294,0.890460512832626,0.910193140379644,0.186951960401488,0.427161368929291,"ns",1.2033976042391,0.358633603577868,0.450901116764072,"ns"
"33","Q16851",292.6,379.1,460.8,488.2,524.5,715.8,552.4,446.2,518,360.3,334.3,653.2,467.9,394.1,699.2,425.6,"Q16851","m1","Q16851-K312","Q16851-K312-m1","Q16851-K312-m1-109",19527.75,1819.98317483065,20088.55,582.655767441921,1.02871810628465,0.0122963838419047,0.59198988893701,0.227685710872288,"ns",1.10864268186696,0.975170168313669,0.963152674388788,0.947625172462461,0.998647674257969,0.0741918362298075,0.904363791943163,0.0436568338477647,"ns","UGP2",0.0251400172776953,0.0182277174627908,0.0162655819701644,0.0336174242424242,0.0131493207382674,0.0202179118646237,0.0247195712699358,0.026436202760585,1.91188714444635,0.90156281147336,0.6580042102084,1.27164345601654,1.79254955570745,1.88815615932472,1.19878472222222,0.91396968455551,0.903281853281853,1.09381071329448,2.09153454980556,0.651561543172076,0.503908999562003,0.57930097989653,1.74471238332803,0.712891854272989,1.18577440553616,0.545872638599299,0.674152493646294,"ns",0.885203554264888,0.579485021849243,0.529806437258467,"ns"
"34","Q9P2B4",466.6,546.4,367.8,429.5,568.5,425.4,543.9,541.9,469,518.2,432.1,378.3,522.9,530.5,425.4,425.7,"Q9P2B4","m1","Q9P2B4-K206","Q9P2B4-K206-m1","Q9P2B4-K206-m1-110",779.875,45.9954617326536,898.525,28.453397570999,1.15213976598814,0.061505166513865,0.00709499688887568,2.14904779064265,"Up with DZNep",0.840174273478732,1.18205286769584,0.790293749217086,0.834025588238747,0.9116366196576,0.181640100683657,0.196835947934988,0.705895583932553,"ns","CTTNBP2NL",0.520070969172766,0.553514206366161,0.487147688838782,0.435277873662409,0.590782476576349,0.660062817105581,0.512827663134412,0.547342933605199,0.880308725787935,0.838578074725308,0.949924748328371,0.795256222265175,1.2183883411916,0.778550512445095,1.47879282218597,1.26169965075669,1.11492537313433,1.02373600926283,0.9844943300162,1.12529738302934,0.915082109242705,1.31492561227365,0.665741891119615,0.89189006460805,0.866016942776697,0.0658400737681569,0.102426777420481,"ns",0.946909919311005,0.269895784979493,0.471414885154651,"ns"
"35","Q16851",292.6,379.1,460.8,488.2,524.5,715.8,552.4,446.2,518,360.3,334.3,653.2,467.9,394.1,699.2,425.6,"Q16851","m1","Q16851-K319","Q16851-K319-m1","Q16851-K319-m1-112",19527.75,1819.98317483065,20088.55,582.655767441921,1.02871810628465,0.0122963838419047,0.59198988893701,0.227685710872288,"ns",1.10864268186696,0.975170168313669,0.963152674388788,0.947625172462461,0.998647674257969,0.0741918362298075,0.904363791943163,0.0436568338477647,"ns","UGP2",0.0251400172776953,0.0182277174627908,0.0162655819701644,0.0336174242424242,0.0131493207382674,0.0202179118646237,0.0247195712699358,0.026436202760585,1.91188714444635,0.90156281147336,0.6580042102084,1.27164345601654,1.79254955570745,1.88815615932472,1.19878472222222,0.91396968455551,0.903281853281853,1.09381071329448,2.09153454980556,0.651561543172076,0.503908999562003,0.57930097989653,1.74471238332803,0.712891854272989,1.18577440553616,0.545872638599299,0.674152493646294,"ns",0.885203554264888,0.579485021849243,0.529806437258467,"ns"
"36","P08238",2728.9,1992.6,1796.6,1726.2,1221.2,1157.4,1455.3,1491.3,1685.9,2197,2262.9,1294.7,1130.6,1386.3,1304.1,1595,"P08238","m1","P08238-K641","P08238-K641-m1","P08238-K641-m1-113",626607.425,27465.7418406245,548463.975,61157.4788205757,0.875291216027324,-0.0578474298667998,0.077586733253189,1.11021253347772,"ns",1.33986550133866,0.769115697563522,1.18928811815424,1.2166259753553,1.12872382310293,0.248524736829039,0.326997995879032,0.485454909056364,"ns","HSP90AB1",0.00338721657753097,0.00347003732540832,0.00409404896539734,0.00253729363054441,0.00415498842224634,0.00321268538320052,0.00281865104187013,0.00291574539674711,0.815216851001409,1.08010493139276,1.45248521529682,0.870204110885365,0.447506321228334,0.580849141824752,0.810030056773906,0.863920750782065,0.670621033275995,0.630996813837051,0.576295903486676,1.23194562446899,1.49857331944552,1.08633510562615,0.711450024190313,1.42599378861287,1.05450277714409,0.288830540983733,0.834176465622259,"ns",1.18058805946871,0.360699650176438,0.597910199431989,"ns"
"37","P62750",1807.6,1704.4,1739.4,1733.4,1864.9,1747.9,1909.9,2142.5,1716.3,1682.9,1953.6,1697,1769.2,1933.7,1788.4,2060.2,"P62750","m1","P62750-K89","P62750-K89-m1","P62750-K89-m1-115",117017.975,4074.59561050746,118006.8,11918.5189552505,1.00845019750171,0.00365445536558246,0.883445215858513,0.0538203767605407,"ns",0.882951073692891,1.25584928232716,0.69786757971718,0.960327239764387,0.949248793875405,0.232174140115585,0.565370110120003,0.24766715543808,"ns","RPL23A",0.0139868517237248,0.0150801004324474,0.0147658372220635,0.0160980797087357,0.0151477060560656,0.0142700935878351,0.0156772897414428,0.0146462145779433,0.92336434783959,1.05676254606366,0.941861601436767,1.09912903590658,1.03169949103784,1.02552217789251,1.09802230654249,1.23601015345564,1.03082211734545,1.14902846277259,0.915438165438165,1.21402474955804,0.999149584060078,1.12043258307089,0.833715453669378,0.982212602512911,1.00527938281165,0.086004188722524,0.932421663454216,"ns",0.983877555828315,0.117518706746155,0.811974650939969,"ns"
"38","P08238",2728.9,1992.6,1796.6,1726.2,1221.2,1157.4,1455.3,1491.3,1685.9,2197,2262.9,1294.7,1130.6,1386.3,1304.1,1595,"P08238","m1","P08238-K646","P08238-K646-m1","P08238-K646-m1-116",626607.425,27465.7418406245,548463.975,61157.4788205757,0.875291216027324,-0.0578474298667998,0.077586733253189,1.11021253347772,"ns",1.33986550133866,0.769115697563522,1.18928811815424,1.2166259753553,1.12872382310293,0.248524736829039,0.326997995879032,0.485454909056364,"ns","HSP90AB1",0.00338721657753097,0.00347003732540832,0.00409404896539734,0.00253729363054441,0.00415498842224634,0.00321268538320052,0.00281865104187013,0.00291574539674711,0.815216851001409,1.08010493139276,1.45248521529682,0.870204110885365,0.447506321228334,0.580849141824752,0.810030056773906,0.863920750782065,0.670621033275995,0.630996813837051,0.576295903486676,1.23194562446899,1.49857331944552,1.08633510562615,0.711450024190313,1.42599378861287,1.05450277714409,0.288830540983733,0.834176465622259,"ns",1.18058805946871,0.360699650176438,0.597910199431989,"ns"
"39","P13639",38.5,28.1,50.3,66,47.9,61.7,70.6,42.7,808.9,777.3,538,1389.6,1159.1,1384.2,1702.7,1313.6,"P13639","m2","P13639-K525","P13639-K525-m2","P13639-K525-m2-119",578412.55,42443.9796637481,617931.275,58228.3324717658,1.0683227308951,0.0287024690541125,0.318484945731733,0.496911091241206,"ns",1.33411792763295,0.893867056404258,1.0599068445385,1.16182724342081,1.11242976799913,0.184493962944065,0.303467888247176,0.517887257454892,"ns","EEF2",0.00138040864123181,0.00110320556936435,0.000924352566624687,0.00231937430304855,6.28123384315743e-05,4.55426028359265e-05,9.19791275039169e-05,0.000122940421953881,21.9767115140218,24.2235950663338,10.0495905072085,18.8658397798458,1.24415584415584,2.19572953736655,1.40357852882704,0.646969696969697,1.43293361354926,1.78077962176766,3.16486988847584,0.945308002302821,1.15173161005525,0.811019568422547,2.25485772507556,1.46113180683808,18.7789342168525,6.22037259297078,0.0222120555683846,"Norm.Up with DZNep",1.41968517759786,0.616847886513181,0.458799278069871,"ns"
"40","P68104",425,400.3,462.2,625.7,473.5,881.1,397.8,414.5,2994.8,2205.7,2559.8,3830.2,2173,2033.8,3048.3,2983.1,"P68104","m2","P68104-K318","P68104-K318-m2","P68104-K318-m2-120",558006.675,8507.96398181337,665816.525,34191.9189573964,1.19320530529496,0.0767151756782948,0.00620430700243779,2.20730672050287,"Up with DZNep",1.00316446621772,0.94461266037644,0.958622231388619,1.05938200269969,0.991445340170617,0.0517151956962857,0.881340976581177,0.0548560375604069,"ns","EEF1A1",0.00468525792698457,0.0030931332218102,0.00382794381036679,0.00596362936561974,0.000754908012238391,0.00070630390794441,0.000833629726997988,0.00114210469250424,6.20639581383198,4.37932338617847,4.5918993605851,5.22161357427188,1.11411764705882,2.20109917561829,0.860666378191259,0.662458046987374,0.725591024442367,0.922065557419413,1.19083522150168,0.778836614276017,0.651269662910255,0.418911409187369,1.3836200084919,1.17567688673704,5.09980803371686,0.819846012450101,0.00955102124902812,"Norm.Up with DZNep",0.907369491831641,0.448323482043254,0.448299898883078,"ns"
"41","P13639",1224.8,1020.5,854.7,774.4,909,780.2,992.7,1033.4,1972.6,1958.8,1585,2449.9,2550,2349.1,2934.9,2457.3,"P13639","m2","P13639-K525","P13639-K525-m2","P13639-K525-m2-122",578412.55,42443.9796637481,617931.275,58228.3324717658,1.0683227308951,0.0287024690541125,0.318484945731733,0.496911091241206,"ns",1.33411792763295,0.893867056404258,1.0599068445385,1.16182724342081,1.11242976799913,0.184493962944065,0.303467888247176,0.517887257454892,"ns","EEF2",0.00336629260192097,0.00278008371191418,0.00272323200390359,0.00408911564841584,0.00199824810677902,0.00165395822754673,0.00156291372321268,0.00144250095092554,1.68462193983864,1.68086694428662,1.74240712296376,2.8347403485538,0.742161985630307,0.76452719255267,1.16146016146016,1.33445247933884,1.29271012876407,1.19925464570145,1.85167192429022,1.00302053145026,1.74181668394965,1.56862261719858,1.59426210707248,0.751634507020596,1.98565908891071,0.566754538567369,0.0108508075541688,"Norm.Up with DZNep",1.41408397881033,0.448179419931861,0.203163376008019,"ns"
"42","P68104",305.2,288.5,260.4,275,301,281.4,274.4,302.5,523.9,459.7,528.2,766.6,449.9,562.5,706.3,514.2,"P68104","m2","P68104-K318","P68104-K318-m2","P68104-K318-m2-123",558006.675,8507.96398181337,665816.525,34191.9189573964,1.19320530529496,0.0767151756782948,0.00620430700243779,2.20730672050287,"Up with DZNep",1.00316446621772,0.94461266037644,0.958622231388619,1.05938200269969,0.991445340170617,0.0517151956962857,0.881340976581177,0.0548560375604069,"ns","EEF1A1",0.000819622888989988,0.000644654006467856,0.000789874177918486,0.00119359779428857,0.000542112765494487,0.000509039913669654,0.000469660711618944,0.000501963865172871,1.51190479390828,1.26641151146786,1.68179743031038,2.37785601136351,0.986238532110092,0.975389948006933,1.05376344086022,1.1,0.858751670166062,1.22362410267566,1.33718288527073,0.670753978606835,0.87073425161024,1.2544973476259,1.26895926867529,0.609776344188032,1.70949243676251,0.477087855013611,0.0544366366966829,"ns",1.00099180302486,0.319420406739051,0.970723426207569,"ns"
"43","P68104",31.5,47.7,30,33.9,35.1,26.3,32.1,31.5,71.6,107.2,122.2,64.7,64.1,136.6,80.6,117.4,"P68104","m2","P68104-K318","P68104-K318-m2","P68104-K318-m2-124",558006.675,8507.96398181337,665816.525,34191.9189573964,1.19320530529496,0.0767151756782948,0.00620430700243779,2.20730672050287,"Up with DZNep",1.00316446621772,0.94461266037644,0.958622231388619,1.05938200269969,0.991445340170617,0.0517151956962857,0.881340976581177,0.0548560375604069,"ns","EEF1A1",0.000112015649650092,0.00015033045354221,0.000182738781790305,0.000100738034555793,5.59520056129631e-05,8.41636183086395e-05,5.41083769146249e-05,6.18784546522194e-05,2.0019952533058,1.78616909019914,3.37727339481352,1.62799855170882,1.11428571428571,0.551362683438155,1.07,0.929203539823009,0.895251396648045,1.27425373134328,0.659574468085106,1.8145285935085,0.803430740581578,2.31109897281653,0.616424736528137,1.95277839110915,2.19835907250682,0.800751612347392,0.024190217714176,"Norm.Up with DZNep",1.42093321025885,0.837416178011393,0.430734205301131,"ns"
